battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
80.0,0,0,14.05,2.105,26,119,438181032,-52894099,0,2.105,2024-04-11 17:37:12,,,,,,,
,0,0,28.1,2.08,26,118,438179539,-52893826,0,2.08,2024-04-11 17:37:13,,,,,,,
,0,0,43.53,1.959,26,117,438177904,-52893557,0,1.959,2024-04-11 17:37:14,19.0,,,,,,
,0,0,61.07,1.818,25,116,438176037,-52893306,0,1.818,2024-04-11 17:37:15,19.0,,,,,,
,0,0,78.0,7.683,24,114,438174216,-52893076,0,7.683,2024-04-11 17:37:16,19.0,,,,,,
,65,0,93.57,16.905,23,113,438172553,-52892863,5,16.905,2024-04-11 17:37:17,19.0,200.0,,,,,
,46,0,108.01,16.302,22,114,438171028,-52892566,16,16.302,2024-04-11 17:37:18,19.0,200.0,,,,,
,46,0,122.38,15.448,21,113,438169542,-52892093,29,15.448,2024-04-11 17:37:19,19.0,200.0,,,,,
,7,0,136.87,15.021,20,115,438168018,-52891717,23,15.021,2024-04-11 17:37:20,19.0,197.0,,,,,
,0,0,151.66,14.815,20,115,438166428,-52891562,0,14.815,2024-04-11 17:37:21,19.0,189.0,,,,,
,0,0,166.49,14.692,19,115,438164838,-52891465,0,14.692,2024-04-11 17:37:22,19.0,182.0,,,,,
,76,0,181.89,10.959,19,115,438163166,-52891404,91,10.959,2024-04-11 17:37:23,19.0,174.0,,,,,
,87,0,196.56,8.744,21,115,438161609,-52891467,157,8.744,2024-04-11 17:37:24,19.0,164.0,,,,,
,91,0,210.59,14.685,25,114,438160123,-52891680,173,14.685,2024-04-11 17:37:25,19.0,160.0,,,,,
,0,0,224.19,14.371,28,115,438158662,-52891723,0,14.371,2024-04-11 17:37:26,19.0,162.0,,,,,
,0,0,237.56,13.987,27,115,438157210,-52891596,0,13.987,2024-04-11 17:37:27,19.0,165.0,,,,,
,0,0,249.9,13.7,26,115,438155901,-52891595,0,13.7,2024-04-11 17:37:28,19.0,169.0,,,,,
,0,0,259.69,13.064,24,115,438154878,-52891858,0,13.064,2024-04-11 17:37:29,19.0,172.0,,,,,
,85,0,267.82,12.011,22,115,438154018,-52892142,112,12.011,2024-04-11 17:37:30,19.0,175.0,,,,,
,88,0,274.95,11.083,21,114,438153278,-52892416,223,11.083,2024-04-11 17:37:31,19.0,165.0,,,,,
,83,1,281.57,9.934,19,114,438152612,-52892700,237,9.934,2024-04-11 17:37:32,19.0,176.0,,,,,
,83,1,287.67,9.154,18,113,438152009,-52893003,220,9.154,2024-04-11 17:37:33,19.0,175.0,,,,,
,79,1,293.62,8.188,17,114,438151447,-52893382,178,8.188,2024-04-11 17:37:34,19.0,193.0,,,,,
,85,1,299.78,7.77,16,115,438150869,-52893789,248,7.77,2024-04-11 17:37:35,19.0,168.0,,,,,
,84,2,305.9,7.367,15,117,438150339,-52894263,284,7.367,2024-04-11 17:37:36,19.0,179.0,,,,,
,86,2,312.13,6.999,14,118,438149830,-52894812,230,6.999,2024-04-11 17:37:37,19.0,174.0,,,,,
,85,2,317.75,6.518,13,120,438145960,-52895690,191,6.518,2024-04-11 17:37:38,19.0,174.0,,,,,
,83,2,320.97,5.742,13,121,438136357,-52896953,190,5.742,2024-04-11 17:37:39,19.0,162.0,,,,,
,85,2,325.37,5.267,12,121,438130228,-52898062,203,5.267,2024-04-11 17:37:40,19.0,160.0,,,,,
,84,3,331.7,5.366,11,121,438130142,-52898895,193,5.366,2024-04-11 17:37:41,19.0,162.0,,,,,
,84,3,337.43,5.481,11,121,438130159,-52899659,167,5.481,2024-04-11 17:37:42,19.0,162.0,,,,,
,5,3,343.19,5.509,11,120,438130205,-52900427,62,5.509,2024-04-11 17:37:43,19.0,163.0,,,,,
,0,3,349.8,5.837,10,119,438130112,-52901258,0,5.837,2024-04-11 17:37:44,19.0,165.0,,,,,
,0,3,355.36,6.285,10,119,438129966,-52901905,0,6.285,2024-04-11 17:37:45,19.0,166.0,,,,,
,0,3,359.74,6.068,9,118,438130119,-52902452,0,6.068,2024-04-11 17:37:46,19.0,168.0,,,,,
,0,3,363.66,5.593,9,117,438130302,-52902922,0,5.593,2024-04-11 17:37:47,19.0,169.0,,,,,
,0,3,367.11,5.138,9,116,438130502,-52903309,0,5.138,2024-04-11 17:37:48,19.0,171.0,,,,,
,69,3,370.35,4.665,9,116,438130642,-52903694,84,4.665,2024-04-11 17:37:49,19.0,172.0,,,,,
,76,3,373.97,4.402,9,116,438130660,-52904173,187,4.402,2024-04-11 17:37:50,19.0,173.0,,,,,
,80,3,377.91,4.289,9,117,438130705,-52904696,258,4.289,2024-04-11 17:37:51,19.0,171.0,,,,,
,82,4,381.76,4.181,9,117,438130734,-52905206,238,4.181,2024-04-11 17:37:52,19.0,170.0,,,,,
,79,4,385.3,4.022,9,118,438130734,-52905678,219,4.022,2024-04-11 17:37:53,19.0,173.0,,,,,
,83,4,388.9,3.914,9,119,438130716,-52906158,205,3.914,2024-04-11 17:37:54,19.0,174.0,,,,,
,87,4,393.06,4.032,10,120,438130722,-52906713,174,4.032,2024-04-11 17:37:55,19.0,174.0,,,,,
,88,4,397.88,4.329,10,120,438130831,-52907347,156,4.329,2024-04-11 17:37:56,19.0,173.0,,,,,
,90,5,402.89,4.472,11,121,438130950,-52907995,144,4.472,2024-04-11 17:37:57,19.0,172.0,,,,,
,91,5,407.65,4.456,12,122,438131058,-52908616,137,4.456,2024-04-11 17:37:58,19.0,164.0,,,,,
,80,5,412.42,4.446,13,124,438131160,-52909244,152,4.446,2024-04-11 17:37:59,19.0,194.0,,,,,
,80,5,417.17,4.434,13,126,438131203,-52909876,188,4.434,2024-04-11 17:38:00,19.0,172.0,,,,,
,87,5,421.88,4.367,13,127,438131265,-52910498,225,4.367,2024-04-11 17:38:01,19.0,154.0,,,,,
,84,5,428.57,4.432,12,128,438131414,-52911370,202,4.432,2024-04-11 17:38:02,19.0,155.0,,,,,
,85,6,435.08,4.798,12,129,438131559,-52912219,160,4.798,2024-04-11 17:38:03,19.0,171.0,,,,,
,85,6,441.31,5.505,12,129,438131695,-52913033,128,5.505,2024-04-11 17:38:04,19.0,172.0,,,,,
,85,6,447.59,5.642,11,129,438131849,-52913847,117,5.642,2024-04-11 17:38:05,19.0,164.0,,,,,
,86,6,453.82,5.443,11,129,438132014,-52914662,114,5.443,2024-04-11 17:38:06,19.0,167.0,,,,,
,88,6,459.99,5.5,11,128,438132133,-52915473,108,5.5,2024-04-11 17:38:07,19.0,163.0,,,,,
,87,6,466.2,5.374,11,127,438132259,-52916282,111,5.374,2024-04-11 17:38:08,19.0,169.0,,,,,
,87,6,472.45,5.167,11,127,438132406,-52917092,102,5.167,2024-04-11 17:38:09,19.0,161.0,,,,,
,88,6,478.41,5.167,10,127,438132497,-52917880,89,5.167,2024-04-11 17:38:10,19.0,162.0,,,,,
,88,6,484.48,5.218,10,126,438132621,-52918677,83,5.218,2024-04-11 17:38:11,19.0,162.0,,,,,
,0,6,490.49,5.306,10,126,438132771,-52919462,0,5.306,2024-04-11 17:38:12,19.0,162.0,46.60000000000002,46.60000000000002,,,
,0,6,495.91,5.309,10,127,438132879,-52920171,0,5.309,2024-04-11 17:38:13,19.0,162.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,6,501.03,5.579,10,129,438133050,-52920817,0,5.579,2024-04-11 17:38:14,19.0,162.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,6,506.18,6.014,11,130,438133243,-52921457,0,6.014,2024-04-11 17:38:15,19.0,162.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,6,508.77,5.37,11,131,438133345,-52921784,0,5.37,2024-04-11 17:38:16,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,6,509.43,4.22,12,121,438133356,-52921855,0,4.22,2024-04-11 17:38:17,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,6,510.49,3.705,11,121,438133259,-52921899,0,3.705,2024-04-11 17:38:18,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,6,512.35,2.999,11,121,438133059,-52921898,0,2.999,2024-04-11 17:38:19,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,65,7,514.23,2.719,11,120,438132849,-52921827,41,2.719,2024-04-11 17:38:20,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,65,7,516.25,2.544,11,120,438132649,-52921745,154,2.544,2024-04-11 17:38:21,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,7,518.69,2.463,11,120,438132404,-52921755,0,2.463,2024-04-11 17:38:22,19.0,163.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,7,521.4,2.432,11,119,438132131,-52921855,0,2.432,2024-04-11 17:38:23,19.0,163.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,7,523.76,2.413,10,119,438131892,-52921975,0,2.413,2024-04-11 17:38:24,18.0,163.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,7,525.89,2.344,10,118,438131676,-52922025,0,2.344,2024-04-11 17:38:25,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,7,528.36,2.317,10,118,438131403,-52922110,0,2.317,2024-04-11 17:38:26,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,7,530.98,2.299,10,118,438131148,-52922232,0,2.299,2024-04-11 17:38:27,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,78,7,533.88,2.816,10,117,438130851,-52922338,29,2.816,2024-04-11 17:38:28,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,80,7,537.78,3.675,11,117,438130458,-52922493,103,3.675,2024-04-11 17:38:29,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,80,7,541.47,3.633,12,117,438130077,-52922582,110,3.633,2024-04-11 17:38:30,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,3,7,544.92,3.452,14,116,438129685,-52922613,0,3.452,2024-04-11 17:38:31,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,71,7,547.84,3.198,14,115,438129372,-52922609,3,3.198,2024-04-11 17:38:32,18.0,164.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,33,7,549.74,2.915,14,114,438129179,-52922547,3,2.915,2024-04-11 17:38:33,18.0,165.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,0,7,550.56,1.632,14,113,438129095,-52922472,0,1.632,2024-04-11 17:38:34,18.0,165.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,90,7,551.98,1.961,15,115,438128501,-52922489,221,1.961,2024-04-11 17:38:47,18.0,168.0,46.60000000000002,46.60000000000002,0.0,0.0,0.0
,89,7,555.94,3.218,14,115,438128103,-52922638,258,3.218,2024-04-11 17:38:48,18.0,173.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,84,7,560.76,3.432,14,115,438127597,-52922711,206,3.432,2024-04-11 17:38:49,18.0,155.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,84,8,566.34,3.745,13,115,438127003,-52922663,188,3.745,2024-04-11 17:38:50,18.0,155.0,46.39999999999998,46.39999999999998,0.0,0.0,0.0
,0,8,571.54,4.064,13,114,438126464,-52922535,0,4.064,2024-04-11 17:38:51,18.0,,46.200000000000045,46.200000000000045,0.0,0.0,0.0
,0,8,575.57,3.649,13,113,438126061,-52922345,0,3.649,2024-04-11 17:38:52,18.0,,46.0,46.0,0.0,0.0,0.0
,0,8,578.7,2.972,12,112,438125726,-52922241,0,2.972,2024-04-11 17:38:53,18.0,,45.799999999999955,45.799999999999955,0.0,0.0,0.0
,0,8,581.12,2.539,12,110,438125465,-52922207,0,2.539,2024-04-11 17:38:54,18.0,,45.799999999999955,45.799999999999955,0.0,0.0,0.0
,0,8,582.26,1.504,13,109,438125357,-52922231,0,1.504,2024-04-11 17:38:55,18.0,,45.799999999999955,45.799999999999955,0.0,1.0,-2.66
,21,8,583.01,1.541,13,108,438125272,-52922231,0,1.541,2024-04-11 17:38:56,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,-2.8
,20,8,583.13,1.53,13,106,438125272,-52922231,1,1.53,2024-04-11 17:38:57,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,-2.81
,0,8,583.13,0.0,12,108,438125272,-52922231,0,0.0,2024-04-11 17:38:58,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,-2.8
,0,8,583.13,0.0,12,106,438125203,-52922284,0,0.0,2024-04-11 17:38:59,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,-0.11
,0,8,583.94,0.321,11,105,438125021,-52922422,0,0.321,2024-04-11 17:39:00,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,0.0
,0,8,585.95,0.891,11,106,438124821,-52922510,0,0.891,2024-04-11 17:39:01,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,0,8,587.67,0.972,11,106,438124628,-52922502,0,0.972,2024-04-11 17:39:02,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,0,8,589.41,0.972,11,107,438124458,-52922524,0,0.972,2024-04-11 17:39:03,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,0,8,591.79,1.037,11,108,438124215,-52922593,0,1.037,2024-04-11 17:39:04,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,0,8,594.72,1.314,11,109,438123906,-52922622,0,1.314,2024-04-11 17:39:05,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,0,8,599.07,2.032,12,109,438123421,-52922653,0,2.032,2024-04-11 17:39:06,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,0,8,605.08,3.47,13,111,438122774,-52922634,0,3.47,2024-04-11 17:39:07,18.0,,45.200000000000045,45.200000000000045,0.0,1.0,0.0
,0,8,609.78,4.647,12,112,438122285,-52922623,0,4.647,2024-04-11 17:39:08,18.0,,45.200000000000045,45.200000000000045,0.0,1.0,0.0
,0,8,613.1,3.296,12,112,438122035,-52922852,0,3.296,2024-04-11 17:39:09,18.0,,45.200000000000045,45.200000000000045,0.0,1.0,-1.87
,0,8,615.47,1.11,12,113,438121933,-52923116,0,1.11,2024-04-11 17:39:10,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,-1.16
,0,8,616.39,1.186,11,114,438121853,-52923141,0,1.186,2024-04-11 17:39:11,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,-0.07
,76,8,617.99,1.34,11,114,438121716,-52923265,50,1.34,2024-04-11 17:39:12,18.0,,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,76,8,620.07,1.932,11,115,438121528,-52923385,147,1.932,2024-04-11 17:39:13,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,0.0
,0,8,622.5,2.448,11,111,438121272,-52923399,0,2.448,2024-04-11 17:39:14,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,1.0
,0,8,624.72,2.393,11,108,438121028,-52923334,0,2.393,2024-04-11 17:39:15,18.0,,45.60000000000002,45.60000000000002,0.0,1.0,1.55
,74,8,627.21,2.418,12,105,438120772,-52923224,40,2.418,2024-04-11 17:39:16,18.0,171.0,45.60000000000002,45.60000000000002,0.0,1.0,2.08
,91,8,629.79,2.459,13,103,438120527,-52923065,116,2.459,2024-04-11 17:39:17,18.0,167.0,45.60000000000002,45.60000000000002,0.0,1.0,2.27
,87,8,633.88,2.839,16,104,438120202,-52922718,211,2.839,2024-04-11 17:39:18,18.0,196.0,45.60000000000002,45.60000000000002,0.0,1.0,1.72
,89,9,639.15,3.397,15,106,438119827,-52922221,277,3.397,2024-04-11 17:39:19,18.0,165.0,45.39999999999998,45.39999999999998,0.0,1.0,0.12
,92,9,642.69,3.418,14,108,438119475,-52922012,277,3.418,2024-04-11 17:39:20,18.0,157.0,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,82,9,646.47,3.453,14,110,438119066,-52921904,277,3.453,2024-04-11 17:39:21,18.0,175.0,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,88,9,651.36,3.803,14,112,438118571,-52922033,256,3.803,2024-04-11 17:39:22,18.0,169.0,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,88,10,657.84,4.479,13,114,438117951,-52922427,215,4.479,2024-04-11 17:39:23,18.0,172.0,45.39999999999998,45.39999999999998,0.0,1.0,-1.0
,88,10,663.99,4.647,12,114,438117359,-52922708,165,4.647,2024-04-11 17:39:24,18.0,181.0,45.39999999999998,45.39999999999998,0.0,1.0,-0.08
,41,10,669.53,4.714,12,114,438116767,-52922728,127,4.714,2024-04-11 17:39:25,18.0,193.0,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,91,10,674.43,4.745,13,114,438116228,-52922682,108,4.745,2024-04-11 17:39:26,18.0,170.0,45.39999999999998,45.39999999999998,0.0,1.0,0.0
,90,10,678.95,4.689,15,114,438115756,-52922647,123,4.689,2024-04-11 17:39:27,18.0,165.0,45.200000000000045,45.200000000000045,0.0,1.0,0.0
,88,10,683.75,4.716,16,114,438115234,-52922647,135,4.716,2024-04-11 17:39:28,18.0,173.0,45.0,45.0,0.0,1.0,0.0
,90,10,688.61,4.752,16,114,438114705,-52922638,119,4.752,2024-04-11 17:39:29,18.0,164.0,44.799999999999955,44.799999999999955,0.0,2.0,-1.02
,89,11,693.44,4.72,16,114,438114187,-52922624,117,4.72,2024-04-11 17:39:30,18.0,172.0,44.799999999999955,44.799999999999955,0.0,2.0,-1.42
,83,11,699.28,4.885,15,114,438113573,-52922684,131,4.885,2024-04-11 17:39:31,18.0,173.0,44.799999999999955,44.799999999999955,0.0,2.0,-1.64
,82,11,705.96,5.285,14,115,438112881,-52922681,165,5.285,2024-04-11 17:39:32,18.0,170.0,44.799999999999955,44.799999999999955,0.0,2.0,-1.78
,86,11,712.06,5.49,13,115,438112260,-52922397,164,5.49,2024-04-11 17:39:33,18.0,168.0,44.799999999999955,44.799999999999955,0.0,2.0,-1.78
,87,11,717.37,5.574,13,116,438111720,-52922142,158,5.574,2024-04-11 17:39:34,18.0,168.0,44.60000000000002,44.60000000000002,0.0,2.0,-1.7
,88,11,722.68,5.636,12,117,438111163,-52921973,141,5.636,2024-04-11 17:39:35,18.0,168.0,44.60000000000002,44.60000000000002,0.0,2.0,-1.42
,88,11,729.08,5.473,12,116,438110486,-52921835,121,5.473,2024-04-11 17:39:36,18.0,165.0,44.60000000000002,44.60000000000002,0.0,2.0,-1.11
,88,12,734.91,5.155,12,117,438109878,-52921764,109,5.155,2024-04-11 17:39:37,18.0,174.0,44.60000000000002,44.60000000000002,0.0,2.0,-0.09
,88,12,740.5,5.17,12,117,438109274,-52921784,107,5.17,2024-04-11 17:39:38,18.0,176.0,44.60000000000002,44.60000000000002,0.0,2.0,0.0
,0,12,746.17,5.224,12,116,438108694,-52921975,0,5.224,2024-04-11 17:39:39,18.0,179.0,44.60000000000002,44.60000000000002,0.0,2.0,0.0
,0,12,752.8,5.309,12,114,438108023,-52922217,0,5.309,2024-04-11 17:39:40,18.0,183.0,44.60000000000002,44.60000000000002,0.0,2.0,0.0
,78,12,759.13,5.335,13,113,438107330,-52922246,3,5.335,2024-04-11 17:39:41,18.0,187.0,45.0,45.0,0.0,2.0,0.0
,78,12,765.1,5.349,16,113,438106692,-52922278,6,5.349,2024-04-11 17:39:42,18.0,192.0,44.799999999999955,44.799999999999955,0.0,2.0,0.0
,0,12,770.29,5.48,15,113,438106123,-52922297,0,5.48,2024-04-11 17:39:43,18.0,196.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,0,12,775.09,5.727,14,113,438105632,-52922402,0,5.727,2024-04-11 17:39:44,18.0,200.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,0,12,780.3,5.679,14,114,438105189,-52922745,0,5.679,2024-04-11 17:39:45,18.0,205.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,0,12,784.71,5.235,13,114,438105037,-52923284,0,5.235,2024-04-11 17:39:46,18.0,209.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,82,12,789.06,4.484,12,113,438105100,-52923861,43,4.484,2024-04-11 17:39:47,18.0,213.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,37,12,793.03,4.405,12,113,438105259,-52924330,82,4.405,2024-04-11 17:39:48,18.0,217.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,63,12,796.75,4.418,12,113,438105515,-52924710,67,4.418,2024-04-11 17:39:49,18.0,183.0,44.39999999999998,44.39999999999998,0.0,2.0,0.0
,83,12,801.84,4.461,12,112,438105708,-52925329,151,4.461,2024-04-11 17:39:50,18.0,171.0,44.60000000000002,44.60000000000002,0.0,2.0,0.0
,85,12,807.72,4.771,12,112,438105828,-52926098,210,4.771,2024-04-11 17:39:51,18.0,174.0,44.60000000000002,44.60000000000002,0.0,2.0,0.0
,90,12,812.95,5.166,12,113,438105936,-52926785,182,5.166,2024-04-11 17:39:52,18.0,177.0,44.60000000000002,44.60000000000002,0.0,2.0,0.0
,87,13,817.81,4.906,12,114,438106123,-52927381,159,4.906,2024-04-11 17:39:53,18.0,174.0,44.799999999999955,44.799999999999955,0.0,2.0,0.0
,87,13,821.58,4.743,11,115,438106277,-52927829,146,4.743,2024-04-11 17:39:54,18.0,176.0,44.799999999999955,44.799999999999955,0.0,2.0,1.06
,86,13,824.1,4.24,11,117,438106266,-52928167,143,4.24,2024-04-11 17:39:55,18.0,168.0,45.0,45.0,0.0,2.0,1.32
,82,13,826.85,3.444,11,118,438106328,-52928527,144,3.444,2024-04-11 17:39:56,18.0,185.0,45.0,45.0,0.0,2.0,1.4
,81,13,829.26,3.441,12,119,438106351,-52928832,209,3.441,2024-04-11 17:39:57,18.0,172.0,45.0,45.0,1.0,2.0,1.41
,84,14,831.82,3.436,13,120,438106277,-52929165,267,3.436,2024-04-11 17:39:58,18.0,169.0,45.200000000000045,45.200000000000045,1.0,2.0,1.43
,85,14,834.62,3.436,13,121,438106300,-52929529,218,3.436,2024-04-11 17:39:59,18.0,166.0,45.200000000000045,45.200000000000045,1.0,2.0,1.5
,83,14,838.1,3.221,12,121,438106368,-52929981,165,3.221,2024-04-11 17:40:00,18.0,174.0,45.39999999999998,45.39999999999998,1.0,2.0,1.64
,82,14,842.09,2.919,12,122,438106323,-52930514,153,2.919,2024-04-11 17:40:01,18.0,174.0,45.39999999999998,45.39999999999998,1.0,2.0,1.82
,85,14,846.39,3.237,11,122,438106209,-52931059,140,3.237,2024-04-11 17:40:02,18.0,173.0,45.60000000000002,45.60000000000002,1.0,2.0,2.04
,80,14,851.81,3.609,11,123,438105982,-52931716,127,3.609,2024-04-11 17:40:03,18.0,170.0,45.60000000000002,45.60000000000002,1.0,2.0,2.24
,82,14,856.28,3.775,11,123,438105822,-52932278,121,3.775,2024-04-11 17:40:04,18.0,180.0,45.799999999999955,45.799999999999955,1.0,2.0,2.39
,79,15,860.01,4.005,10,123,438105793,-52932777,136,4.005,2024-04-11 17:40:05,18.0,171.0,45.799999999999955,45.799999999999955,1.0,2.0,2.47
,84,15,863.58,3.821,10,124,438105793,-52933252,149,3.821,2024-04-11 17:40:06,18.0,175.0,45.799999999999955,45.799999999999955,1.0,2.0,2.45
,84,15,866.83,3.588,11,125,438105776,-52933682,167,3.588,2024-04-11 17:40:07,18.0,167.0,46.0,46.0,1.0,2.0,2.37
,85,15,870.06,3.467,12,126,438105713,-52934106,199,3.467,2024-04-11 17:40:08,18.0,164.0,46.0,46.0,2.0,2.0,2.27
,82,15,873.31,3.41,12,128,438105674,-52934538,188,3.41,2024-04-11 17:40:09,18.0,177.0,46.200000000000045,46.200000000000045,2.0,2.0,2.16
,87,15,876.39,3.423,12,129,438105702,-52934949,176,3.423,2024-04-11 17:40:10,18.0,169.0,46.200000000000045,46.200000000000045,2.0,2.0,2.06
,83,16,879.94,3.576,12,129,438105685,-52935418,180,3.576,2024-04-11 17:40:11,18.0,175.0,46.39999999999998,46.39999999999998,2.0,2.0,2.01
,91,16,883.9,3.558,11,130,438105657,-52935948,192,3.558,2024-04-11 17:40:12,18.0,171.0,46.39999999999998,46.39999999999998,2.0,2.0,2.03
,88,16,886.91,3.501,11,131,438105657,-52936352,207,3.501,2024-04-11 17:40:13,18.0,169.0,46.60000000000002,46.60000000000002,2.0,2.0,2.11
,88,16,889.48,3.17,11,130,438105640,-52936690,199,3.17,2024-04-11 17:40:14,18.0,169.0,46.799999999999955,46.799999999999955,2.0,2.0,2.3
,88,16,891.75,2.859,11,131,438105594,-52936984,180,2.859,2024-04-11 17:40:15,18.0,166.0,46.799999999999955,46.799999999999955,2.0,2.0,2.46
,87,17,894.42,3.036,11,132,438105514,-52937324,199,3.036,2024-04-11 17:40:16,18.0,154.0,46.799999999999955,46.799999999999955,2.0,2.0,2.5
,87,17,897.59,2.981,11,131,438105395,-52937722,187,2.981,2024-04-11 17:40:17,18.0,168.0,46.799999999999955,46.799999999999955,2.0,2.0,2.47
,87,17,901.14,2.889,13,131,438105321,-52938185,159,2.889,2024-04-11 17:40:18,18.0,181.0,47.0,47.0,2.0,2.0,2.43
,87,17,905.0,3.258,14,131,438105276,-52938698,165,3.258,2024-04-11 17:40:19,18.0,170.0,47.0,47.0,2.0,2.0,2.34
,84,17,909.15,3.971,13,131,438105230,-52939248,154,3.971,2024-04-11 17:40:20,18.0,172.0,47.0,47.0,3.0,2.0,2.16
,86,17,913.98,4.182,13,131,438105185,-52939890,154,4.182,2024-04-11 17:40:21,18.0,165.0,47.0,47.0,3.0,2.0,1.92
,85,18,919.62,4.426,12,130,438105139,-52940643,162,4.426,2024-04-11 17:40:22,18.0,169.0,47.0,47.0,3.0,2.0,1.64
,85,18,925.41,4.798,12,131,438105094,-52941415,158,4.798,2024-04-11 17:40:23,18.0,171.0,47.200000000000045,47.200000000000045,3.0,2.0,1.5
,84,18,932.2,5.165,12,131,438105031,-52942315,149,5.165,2024-04-11 17:40:24,18.0,176.0,47.39999999999998,47.39999999999998,3.0,2.0,1.6
,85,18,939.33,5.753,11,132,438104957,-52943264,150,5.753,2024-04-11 17:40:25,18.0,173.0,47.60000000000002,47.60000000000002,3.0,2.0,1.76
,85,18,945.7,6.106,11,132,438104929,-52944111,148,6.106,2024-04-11 17:40:26,18.0,181.0,47.60000000000002,47.60000000000002,3.0,2.0,1.83
,83,18,951.49,6.228,11,132,438104911,-52944885,145,6.228,2024-04-11 17:40:27,18.0,175.0,47.60000000000002,47.60000000000002,3.0,2.0,1.84
