cadence,calories,power,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
0,16,0,2024-02-05 15:34:20,,872.65,0.0,13.0,110.0,438061056.0,-52851581.0,0.0,15.0,,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
0,16,0,2024-02-05 15:34:21,,872.65,0.0,13.0,111.0,438061044.0,-52851571.0,0.0,15.0,,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
0,16,0,2024-02-05 15:34:22,,872.74,0.09,13.0,111.0,438060954.0,-52851502.0,0.09,15.0,,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
0,16,0,2024-02-05 15:34:23,,873.51,0.732,12.0,111.0,438060862.0,-52851496.0,0.732,15.0,,2.6000000000000227,2.6000000000000227,0.0,5.0,0.0
0,16,0,2024-02-05 15:34:24,,874.56,0.917,12.0,110.0,438060766.0,-52851454.0,0.917,15.0,,2.6000000000000227,2.6000000000000227,0.0,5.0,0.0
0,16,0,2024-02-05 15:34:25,,876.17,1.364,12.0,110.0,438060618.0,-52851395.0,1.364,15.0,,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
0,16,0,2024-02-05 15:34:26,,878.33,1.482,12.0,111.0,438060384.0,-52851344.0,1.482,15.0,,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
25,16,4,2024-02-05 15:34:27,,881.18,2.183,11.0,113.0,438060111.0,-52851185.0,2.183,15.0,,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
66,16,44,2024-02-05 15:34:28,,883.95,2.309,11.0,113.0,438059838.0,-52851036.0,2.309,15.0,161.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
72,16,76,2024-02-05 15:34:29,,886.26,2.4,12.0,114.0,438059572.0,-52850972.0,2.4,15.0,183.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
77,16,103,2024-02-05 15:34:30,,888.71,2.441,12.0,115.0,438059338.0,-52851022.0,2.441,15.0,173.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
72,16,115,2024-02-05 15:34:31,,891.29,2.183,12.0,115.0,438059064.0,-52851138.0,2.183,15.0,171.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
73,16,76,2024-02-05 15:34:32,,894.02,2.297,14.0,115.0,438058785.0,-52851236.0,2.297,15.0,177.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
75,16,60,2024-02-05 15:34:33,,896.77,2.309,14.0,115.0,438058485.0,-52851332.0,2.309,15.0,177.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
73,16,66,2024-02-05 15:34:34,,898.97,2.4,13.0,116.0,438058286.0,-52851389.0,2.4,15.0,178.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
74,17,77,2024-02-05 15:34:35,,901.95,2.513,13.0,116.0,438057971.0,-52851454.0,2.513,15.0,185.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
76,17,70,2024-02-05 15:34:36,,904.74,2.742,13.0,115.0,438057691.0,-52851569.0,2.742,15.0,182.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
81,17,83,2024-02-05 15:34:37,,907.77,2.868,15.0,113.0,438057370.0,-52851651.0,2.868,15.0,182.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
76,17,162,2024-02-05 15:34:38,,911.28,3.308,15.0,116.0,438056994.0,-52851753.0,3.308,15.0,177.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
82,17,269,2024-02-05 15:34:39,,915.44,3.778,15.0,116.0,438056538.0,-52851842.0,3.778,15.0,172.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
90,17,265,2024-02-05 15:34:40,,919.72,4.214,15.0,116.0,438056084.0,-52851885.0,4.214,15.0,166.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
86,18,184,2024-02-05 15:34:41,,924.24,4.206,14.0,116.0,438055619.0,-52851925.0,4.206,15.0,181.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
84,18,143,2024-02-05 15:34:42,,929.28,4.134,14.0,118.0,438055077.0,-52851812.0,4.134,15.0,172.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
87,18,129,2024-02-05 15:34:43,,933.83,4.059,14.0,119.0,438054588.0,-52851753.0,4.059,15.0,180.0,2.3999999999999773,2.3999999999999773,0.0,5.0,0.0
84,18,134,2024-02-05 15:34:44,,937.58,4.145,13.0,117.0,438054195.0,-52851733.0,4.145,15.0,175.0,2.6000000000000227,2.6000000000000227,0.0,5.0,0.0
86,18,161,2024-02-05 15:34:45,,940.32,3.809,13.0,116.0,438053928.0,-52851867.0,3.809,15.0,165.0,2.6000000000000227,2.6000000000000227,0.0,5.0,0.0
85,18,153,2024-02-05 15:34:46,,942.98,3.623,12.0,117.0,438053701.0,-52852098.0,3.623,15.0,169.0,2.6000000000000227,2.6000000000000227,0.0,5.0,0.0
84,18,134,2024-02-05 15:34:47,,945.4,3.193,12.0,116.0,438053490.0,-52852293.0,3.193,15.0,175.0,2.8000000000000114,2.8000000000000114,0.0,5.0,0.0
86,19,132,2024-02-05 15:34:48,,947.66,2.797,12.0,115.0,438053410.0,-52852581.0,2.797,15.0,175.0,2.8000000000000114,2.8000000000000114,0.0,5.0,0.95
88,19,150,2024-02-05 15:34:49,,950.51,2.921,12.0,115.0,438053410.0,-52852961.0,2.921,15.0,181.0,3.0,3.0,0.0,5.0,1.28
87,19,157,2024-02-05 15:34:50,,954.66,3.782,13.0,115.0,438053399.0,-52853513.0,3.782,15.0,177.0,3.0,3.0,0.0,5.0,1.55
87,19,146,2024-02-05 15:34:51,,959.47,3.759,13.0,116.0,438053319.0,-52854146.0,3.759,15.0,181.0,3.0,3.0,0.0,5.0,1.82
76,19,149,2024-02-05 15:34:52,,963.41,4.381,13.0,117.0,438053285.0,-52854659.0,4.381,15.0,183.0,3.1999999999999886,3.1999999999999886,0.0,5.0,2.03
82,19,136,2024-02-05 15:34:53,,967.64,4.33,13.0,118.0,438052995.0,-52855102.0,4.33,15.0,174.0,3.1999999999999886,3.1999999999999886,1.0,5.0,2.1
86,19,132,2024-02-05 15:34:54,,972.3,3.972,12.0,117.0,438052565.0,-52855401.0,3.972,15.0,171.0,3.1999999999999886,3.1999999999999886,1.0,5.0,1.99
38,20,127,2024-02-05 15:34:55,,977.85,4.084,12.0,117.0,438051965.0,-52855555.0,4.084,15.0,195.0,3.1999999999999886,3.1999999999999886,1.0,5.0,1.72
85,20,113,2024-02-05 15:34:56,,983.66,4.869,11.0,116.0,438051333.0,-52855664.0,4.869,15.0,168.0,3.3999999999999773,3.3999999999999773,1.0,5.0,1.49
85,20,107,2024-02-05 15:34:57,,989.35,4.859,11.0,115.0,438050747.0,-52855739.0,4.859,15.0,167.0,3.3999999999999773,3.3999999999999773,1.0,5.0,1.28
0,20,0,2024-02-05 15:34:58,,994.46,4.735,11.0,115.0,438050207.0,-52855782.0,4.735,15.0,171.0,3.1999999999999886,3.1999999999999886,1.0,5.0,1.07
52,20,11,2024-02-05 15:34:59,,999.16,4.455,11.0,116.0,438049700.0,-52855839.0,4.455,15.0,178.0,3.1999999999999886,3.1999999999999886,1.0,5.0,0.11
86,20,84,2024-02-05 15:35:00,,1004.16,4.974,11.0,116.0,438049156.0,-52855832.0,4.974,15.0,182.0,3.1999999999999886,3.1999999999999886,1.0,5.0,0.0
93,20,103,2024-02-05 15:35:01,,1009.28,5.011,12.0,115.0,438048631.0,-52855625.0,5.011,15.0,181.0,3.1999999999999886,3.1999999999999886,1.0,5.0,0.0
89,20,118,2024-02-05 15:35:02,,1014.01,4.94,11.0,114.0,438048273.0,-52855194.0,4.94,15.0,174.0,3.1999999999999886,3.1999999999999886,1.0,5.0,0.0
88,20,133,2024-02-05 15:35:03,,1018.94,4.912,11.0,115.0,438047965.0,-52854644.0,4.912,15.0,176.0,3.0,3.0,1.0,5.0,0.0
83,20,123,2024-02-05 15:35:04,,1024.13,4.817,11.0,118.0,438047727.0,-52854034.0,4.817,15.0,197.0,3.0,3.0,1.0,5.0,0.0
78,21,134,2024-02-05 15:35:05,,1029.29,5.041,11.0,115.0,438047397.0,-52853465.0,5.041,15.0,176.0,3.0,3.0,1.0,5.0,0.0
82,21,169,2024-02-05 15:35:06,,1034.77,5.13,10.0,113.0,438046975.0,-52852961.0,5.13,15.0,175.0,2.8000000000000114,2.8000000000000114,1.0,5.0,0.0
85,21,178,2024-02-05 15:35:07,,1040.81,5.232,11.0,113.0,438046480.0,-52852414.0,5.232,15.0,171.0,2.8000000000000114,2.8000000000000114,1.0,5.0,0.0
85,21,153,2024-02-05 15:35:08,,1046.45,5.43,16.0,112.0,438046019.0,-52851949.0,5.43,15.0,180.0,2.8000000000000114,2.8000000000000114,1.0,5.0,0.0
86,21,143,2024-02-05 15:35:09,,1051.74,5.259,16.0,113.0,438045519.0,-52851586.0,5.259,15.0,184.0,2.6000000000000227,2.6000000000000227,1.0,5.0,0.0
0,21,0,2024-02-05 15:35:10,,1057.09,5.001,16.0,114.0,438045012.0,-52851322.0,5.001,14.0,183.0,2.6000000000000227,2.6000000000000227,1.0,5.0,-0.98
0,21,0,2024-02-05 15:35:11,,1062.06,5.008,17.0,116.0,438044467.0,-52851186.0,5.008,14.0,182.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-1.22
82,21,75,2024-02-05 15:35:12,,1067.41,5.008,18.0,116.0,438043901.0,-52851208.0,5.008,14.0,180.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-1.29
87,22,151,2024-02-05 15:35:13,,1073.82,5.077,18.0,114.0,438043207.0,-52851236.0,5.077,14.0,168.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-1.33
87,22,102,2024-02-05 15:35:14,,1080.78,5.193,17.0,114.0,438042471.0,-52851357.0,5.193,14.0,168.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-1.31
0,22,0,2024-02-05 15:35:15,,1086.12,5.381,16.0,113.0,438041965.0,-52851652.0,5.381,14.0,169.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-1.21
0,22,0,2024-02-05 15:35:16,,1092.28,5.517,15.0,113.0,438041441.0,-52852181.0,5.517,14.0,170.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-1.06
0,22,0,2024-02-05 15:35:17,,1096.19,6.254,15.0,113.0,438041075.0,-52852370.0,6.254,14.0,172.0,2.3999999999999773,2.3999999999999773,1.0,6.0,-0.15
0,22,0,2024-02-05 15:35:18,,1099.41,4.728,14.0,114.0,438040719.0,-52852484.0,4.728,14.0,173.0,2.3999999999999773,2.3999999999999773,1.0,6.0,0.0
0,22,0,2024-02-05 15:35:19,94.0,1102.48,4.396,14.0,112.0,438040396.0,-52852568.0,4.396,14.0,174.0,2.3999999999999773,2.3999999999999773,1.0,6.0,0.0
29,22,26,2024-02-05 15:35:20,,1106.01,3.62,13.0,113.0,438040024.0,-52852691.0,3.62,14.0,175.0,2.3999999999999773,2.3999999999999773,1.0,6.0,0.0
69,22,113,2024-02-05 15:35:21,,1110.09,3.716,13.0,115.0,438039609.0,-52852826.0,3.716,14.0,176.0,2.1999999999999886,2.1999999999999886,1.0,6.0,0.0
20,22,101,2024-02-05 15:35:22,,1114.59,4.248,13.0,117.0,438039145.0,-52852900.0,4.248,14.0,176.0,2.3999999999999773,2.3999999999999773,1.0,6.0,0.0
0,22,0,2024-02-05 15:35:23,,1119.45,4.671,13.0,118.0,438038602.0,-52852932.0,4.671,14.0,174.0,2.1999999999999886,2.1999999999999886,1.0,6.0,0.0
80,22,98,2024-02-05 15:35:24,,1124.42,4.893,13.0,122.0,438038101.0,-52852892.0,4.893,14.0,172.0,2.1999999999999886,2.1999999999999886,1.0,6.0,0.0
83,22,281,2024-02-05 15:35:25,,1129.33,4.83,13.0,121.0,438037587.0,-52852712.0,4.83,14.0,175.0,2.1999999999999886,2.1999999999999886,1.0,6.0,0.0
86,23,249,2024-02-05 15:35:26,,1135.05,4.91,14.0,121.0,438037002.0,-52852386.0,4.91,14.0,174.0,2.0,2.0,1.0,6.0,0.0
87,23,190,2024-02-05 15:35:27,,1140.83,5.0,14.0,123.0,438036459.0,-52852040.0,5.0,14.0,173.0,1.8000000000000114,1.8000000000000114,1.0,6.0,-0.85
87,23,154,2024-02-05 15:35:28,,1146.01,5.062,14.0,124.0,438035911.0,-52851897.0,5.062,14.0,177.0,1.8000000000000114,1.8000000000000114,1.0,6.0,-1.2
87,23,149,2024-02-05 15:35:29,,1151.45,5.48,15.0,123.0,438035353.0,-52851880.0,5.48,14.0,172.0,1.6000000000000227,1.6000000000000227,1.0,6.0,-1.4
87,23,154,2024-02-05 15:35:30,,1157.45,5.345,15.0,123.0,438034703.0,-52851900.0,5.345,14.0,169.0,1.6000000000000227,1.6000000000000227,1.0,6.0,-1.56
87,23,152,2024-02-05 15:35:31,,1163.45,5.014,14.0,123.0,438034039.0,-52851910.0,5.014,14.0,175.0,1.8000000000000114,1.8000000000000114,1.0,6.0,-1.61
87,24,145,2024-02-05 15:35:32,,1169.21,5.146,15.0,123.0,438033444.0,-52852004.0,5.146,14.0,167.0,1.8000000000000114,1.8000000000000114,1.0,7.0,-1.44
92,24,122,2024-02-05 15:35:33,,1175.12,5.426,15.0,123.0,438032815.0,-52852221.0,5.426,14.0,168.0,1.8000000000000114,1.8000000000000114,1.0,7.0,-1.15
88,24,119,2024-02-05 15:35:34,,1180.69,5.619,15.0,123.0,438032291.0,-52852580.0,5.619,14.0,171.0,1.6000000000000227,1.6000000000000227,1.0,7.0,-0.18
87,24,121,2024-02-05 15:35:35,,1186.11,5.619,15.0,123.0,438031901.0,-52853089.0,5.619,14.0,172.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
88,24,110,2024-02-05 15:35:36,,1192.25,5.619,14.0,123.0,438031376.0,-52853615.0,5.619,14.0,174.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
86,24,113,2024-02-05 15:35:37,,1197.34,5.623,15.0,123.0,438030955.0,-52854011.0,5.623,14.0,173.0,1.3999999999999773,1.3999999999999773,1.0,7.0,0.0
87,24,152,2024-02-05 15:35:38,,1203.24,5.652,15.0,123.0,438030460.0,-52854511.0,5.652,14.0,174.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
86,24,194,2024-02-05 15:35:39,,1208.96,5.697,16.0,123.0,438030000.0,-52855040.0,5.697,14.0,175.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
89,25,178,2024-02-05 15:35:40,,1214.74,5.769,16.0,123.0,438029499.0,-52855498.0,5.769,14.0,170.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
86,25,153,2024-02-05 15:35:41,,1220.68,5.769,17.0,123.0,438029004.0,-52855977.0,5.769,14.0,172.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
87,25,140,2024-02-05 15:35:42,,1226.29,5.769,17.0,123.0,438028543.0,-52856457.0,5.769,14.0,174.0,1.6000000000000227,1.6000000000000227,1.0,7.0,0.0
88,25,147,2024-02-05 15:35:43,,1232.19,5.769,17.0,123.0,438028050.0,-52856951.0,5.769,14.0,166.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
100,25,230,2024-02-05 15:35:44,,1238.12,5.786,19.0,123.0,438027580.0,-52857464.0,5.786,14.0,179.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
107,26,500,2024-02-05 15:35:45,,1244.79,5.993,18.0,123.0,438027019.0,-52858032.0,5.993,14.0,177.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
100,27,671,2024-02-05 15:35:46,,1252.17,6.687,18.0,123.0,438026334.0,-52858578.0,6.687,14.0,175.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
99,27,592,2024-02-05 15:35:47,,1259.83,6.881,17.0,123.0,438025664.0,-52859182.0,6.881,14.0,196.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
97,28,561,2024-02-05 15:35:48,,1266.42,6.881,16.0,123.0,438025084.0,-52859676.0,6.881,14.0,169.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
88,28,481,2024-02-05 15:35:49,,1273.07,6.853,16.0,123.0,438024535.0,-52860229.0,6.853,14.0,149.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
88,28,173,2024-02-05 15:35:50,,1279.95,6.658,17.0,123.0,438023997.0,-52860871.0,6.658,14.0,148.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
4,28,0,2024-02-05 15:35:51,,1286.75,6.658,17.0,123.0,438023448.0,-52861457.0,6.658,14.0,150.0,1.8000000000000114,1.8000000000000114,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:52,,1293.03,6.604,20.0,123.0,438022956.0,-52862035.0,6.604,14.0,153.0,2.0,2.0,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:53,,1298.47,6.076,23.0,134.0,438022512.0,-52862506.0,6.076,14.0,156.0,2.0,2.0,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:54,,1302.91,5.064,23.0,138.0,438022157.0,-52862907.0,5.064,14.0,159.0,2.1999999999999886,2.1999999999999886,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:55,,1306.17,3.769,22.0,137.0,438021887.0,-52863178.0,3.769,14.0,162.0,2.1999999999999886,2.1999999999999886,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:56,,1308.65,2.773,22.0,137.0,438021660.0,-52863370.0,2.773,14.0,165.0,2.1999999999999886,2.1999999999999886,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:57,,1310.87,2.32,21.0,136.0,438021444.0,-52863511.0,2.32,14.0,168.0,2.3999999999999773,2.3999999999999773,1.0,7.0,0.0
0,28,0,2024-02-05 15:35:58,,1312.67,2.028,21.0,135.0,438021307.0,-52863648.0,2.028,14.0,171.0,2.3999999999999773,2.3999999999999773,1.0,7.0,0.82
76,28,26,2024-02-05 15:35:59,,1314.36,2.029,20.0,134.0,438021171.0,-52863795.0,2.029,14.0,173.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.2
81,28,96,2024-02-05 15:36:00,,1316.33,2.038,19.0,133.0,438021022.0,-52863975.0,2.038,14.0,175.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.42
85,28,127,2024-02-05 15:36:01,,1319.04,2.131,19.0,132.0,438020783.0,-52864169.0,2.131,14.0,176.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.56
88,29,131,2024-02-05 15:36:02,,1321.95,2.653,19.0,132.0,438020488.0,-52864334.0,2.653,14.0,178.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.64
82,29,121,2024-02-05 15:36:03,,1324.18,2.404,18.0,131.0,438020352.0,-52864557.0,2.404,14.0,183.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.63
86,29,103,2024-02-05 15:36:04,,1326.67,2.777,18.0,131.0,438020197.0,-52864831.0,2.777,14.0,183.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.48
90,29,109,2024-02-05 15:36:05,,1330.33,3.424,18.0,130.0,438019914.0,-52865188.0,3.424,14.0,168.0,2.3999999999999773,2.3999999999999773,1.0,7.0,1.22
81,29,131,2024-02-05 15:36:06,,1334.44,4.056,18.0,128.0,438019555.0,-52865542.0,4.056,14.0,174.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.24
84,29,139,2024-02-05 15:36:07,,1338.4,4.042,18.0,128.0,438019229.0,-52865851.0,4.042,14.0,171.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
82,29,121,2024-02-05 15:36:08,,1342.31,3.904,17.0,127.0,438018861.0,-52866079.0,3.904,14.0,174.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
81,29,84,2024-02-05 15:36:09,,1346.28,3.535,17.0,127.0,438018439.0,-52866283.0,3.535,14.0,174.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
78,29,73,2024-02-05 15:36:10,,1351.04,3.333,17.0,127.0,438017961.0,-52866520.0,3.333,14.0,189.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
95,30,91,2024-02-05 15:36:11,,1354.37,3.341,16.0,127.0,438017661.0,-52866754.0,3.341,14.0,187.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
0,30,0,2024-02-05 15:36:12,,1357.32,3.397,16.0,127.0,438017485.0,-52867069.0,3.397,14.0,182.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
0,30,0,2024-02-05 15:36:13,,1359.99,3.402,16.0,137.0,438017348.0,-52867376.0,3.402,14.0,172.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
85,30,17,2024-02-05 15:36:14,,1362.77,2.996,16.0,137.0,438017217.0,-52867735.0,2.996,14.0,162.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
81,30,214,2024-02-05 15:36:16,,1363.11,3.397,15.0,133.0,438017069.0,-52868003.0,3.397,14.0,165.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
82,30,186,2024-02-05 15:36:17,,1366.03,3.397,15.0,131.0,438016876.0,-52868322.0,3.397,14.0,166.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
87,30,126,2024-02-05 15:36:18,,1370.65,3.397,14.0,130.0,438016596.0,-52868813.0,3.397,14.0,160.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
87,30,94,2024-02-05 15:36:19,,1375.72,3.397,14.0,130.0,438016290.0,-52869377.0,3.397,14.0,175.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
85,30,93,2024-02-05 15:36:20,,1379.75,3.407,14.0,129.0,438016061.0,-52869839.0,3.407,14.0,159.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
86,30,88,2024-02-05 15:36:21,,1383.95,3.565,15.0,130.0,438015846.0,-52870333.0,3.565,14.0,172.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
85,30,90,2024-02-05 15:36:22,,1388.13,4.174,15.0,132.0,438015699.0,-52870856.0,4.174,14.0,177.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
86,31,102,2024-02-05 15:36:23,,1393.44,4.032,15.0,132.0,438015482.0,-52871523.0,4.032,14.0,172.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
87,31,97,2024-02-05 15:36:24,,1397.29,4.065,15.0,132.0,438015340.0,-52872006.0,4.065,14.0,179.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
78,31,98,2024-02-05 15:36:25,,1402.35,4.09,15.0,131.0,438015175.0,-52872640.0,4.09,14.0,204.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
78,31,115,2024-02-05 15:36:26,,1406.09,4.196,15.0,130.0,438015124.0,-52873136.0,4.196,14.0,179.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
36,31,88,2024-02-05 15:36:27,,1410.92,4.203,14.0,127.0,438014992.0,-52873747.0,4.203,14.0,179.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
0,31,0,2024-02-05 15:36:28,,1416.59,4.198,14.0,125.0,438014571.0,-52874284.0,4.198,14.0,179.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
0,31,0,2024-02-05 15:36:29,,1421.36,4.224,13.0,122.0,438014064.0,-52874398.0,4.224,14.0,178.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
0,31,0,2024-02-05 15:36:30,,1426.58,4.634,13.0,121.0,438013518.0,-52874455.0,4.634,14.0,178.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
71,31,30,2024-02-05 15:36:31,,1431.77,4.656,13.0,120.0,438012977.0,-52874337.0,4.656,14.0,177.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
67,31,119,2024-02-05 15:36:32,,1436.67,3.786,12.0,120.0,438012482.0,-52874055.0,3.786,14.0,177.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
74,31,164,2024-02-05 15:36:33,,1441.79,3.092,12.0,119.0,438012046.0,-52873644.0,3.092,14.0,174.0,2.8000000000000114,2.8000000000000114,1.0,7.0,0.0
82,31,223,2024-02-05 15:36:34,,1446.03,3.164,11.0,120.0,438011722.0,-52873248.0,3.164,14.0,170.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
86,32,204,2024-02-05 15:36:35,,1450.63,3.74,11.0,122.0,438011347.0,-52872863.0,3.74,14.0,175.0,2.6000000000000227,2.6000000000000227,1.0,7.0,0.0
86,32,171,2024-02-05 15:36:36,,1456.0,4.389,11.0,121.0,438010879.0,-52872454.0,4.389,14.0,207.0,2.3999999999999773,2.3999999999999773,1.0,7.0,0.0
90,32,107,2024-02-05 15:36:37,,1461.75,5.294,11.0,121.0,438010340.0,-52872096.0,5.294,14.0,165.0,2.3999999999999773,2.3999999999999773,1.0,7.0,-0.89
89,32,100,2024-02-05 15:36:38,,1467.13,5.297,11.0,119.0,438009842.0,-52871725.0,5.297,14.0,165.0,2.3999999999999773,2.3999999999999773,1.0,7.0,-1.4
90,32,100,2024-02-05 15:36:39,,1472.56,5.048,11.0,120.0,438009377.0,-52871289.0,5.048,14.0,167.0,2.1999999999999886,2.1999999999999886,1.0,7.0,-1.63
96,32,96,2024-02-05 15:36:40,,1478.56,5.261,11.0,125.0,438008830.0,-52870850.0,5.261,14.0,156.0,2.1999999999999886,2.1999999999999886,1.0,7.0,-1.7
74,32,99,2024-02-05 15:36:41,,1484.55,5.398,10.0,125.0,438008300.0,-52870412.0,5.398,14.0,167.0,2.1999999999999886,2.1999999999999886,1.0,7.0,-1.6
84,32,96,2024-02-05 15:36:42,,1489.99,5.472,10.0,125.0,438007847.0,-52869933.0,5.472,14.0,147.0,2.0,2.0,1.0,7.0,-1.45
82,33,85,2024-02-05 15:36:43,,1495.4,5.491,10.0,124.0,438007437.0,-52869429.0,5.491,14.0,164.0,2.0,2.0,1.0,7.0,-1.32
58,33,73,2024-02-05 15:36:44,,1500.83,5.242,10.0,124.0,438007028.0,-52868917.0,5.242,14.0,164.0,1.8000000000000114,1.8000000000000114,1.0,7.0,-1.25
40,33,34,2024-02-05 15:36:45,,1506.0,5.254,10.0,123.0,438006617.0,-52868436.0,5.254,14.0,165.0,1.8000000000000114,1.8000000000000114,1.0,7.0,-1.22
0,33,0,2024-02-05 15:36:46,,1511.23,5.333,9.0,123.0,438006209.0,-52867945.0,5.333,14.0,166.0,1.8000000000000114,1.8000000000000114,1.0,7.0,-1.24
0,33,0,2024-02-05 15:36:47,,1516.5,5.333,9.0,126.0,438005799.0,-52867471.0,5.333,14.0,167.0,1.6000000000000227,1.6000000000000227,1.0,7.0,-1.27
0,33,0,2024-02-05 15:36:48,,1521.55,5.277,9.0,124.0,438005388.0,-52867041.0,5.277,14.0,168.0,1.6000000000000227,1.6000000000000227,1.0,7.0,-1.29
78,33,1,2024-02-05 15:36:49,,1526.35,4.899,9.0,121.0,438004981.0,-52866664.0,4.899,14.0,170.0,1.6000000000000227,1.6000000000000227,1.0,8.0,-1.26
78,33,51,2024-02-05 15:36:50,,1531.25,4.946,10.0,118.0,438004563.0,-52866269.0,4.946,14.0,171.0,1.6000000000000227,1.6000000000000227,1.0,8.0,-1.19
0,33,0,2024-02-05 15:36:51,,1535.88,5.133,10.0,117.0,438004120.0,-52865926.0,5.133,14.0,172.0,1.3999999999999773,1.3999999999999773,1.0,8.0,-1.09
0,33,0,2024-02-05 15:36:52,,1539.93,4.616,9.0,116.0,438003752.0,-52865696.0,4.616,14.0,173.0,1.3999999999999773,1.3999999999999773,1.0,8.0,-0.28
