battery_soc,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,temperature,altitude,enhanced_altitude,ascent,descent,grade
,1075,12088.7,1.644,5,162,438531738,-53084235,1.644,2023-06-21 18:47:31,24.0,290.6,290.6,532.0,259.0,11.86
,1075,12090.24,1.603,5,160,438531830,-53084416,1.603,2023-06-21 18:47:32,24.0,291.0,291.0,532.0,259.0,12.76
,1075,12091.61,1.599,5,162,438531921,-53084549,1.599,2023-06-21 18:47:33,24.0,291.20000000000005,291.20000000000005,532.0,259.0,13.58
,1076,12093.33,1.535,5,162,438532054,-53084707,1.535,2023-06-21 18:47:34,24.0,291.6,291.6,532.0,259.0,14.31
,1076,12094.85,1.508,5,163,438532144,-53084868,1.508,2023-06-21 18:47:35,24.0,291.79999999999995,291.79999999999995,533.0,259.0,14.98
,1076,12096.17,1.499,5,162,438532190,-53085029,1.499,2023-06-21 18:47:36,24.0,292.20000000000005,292.20000000000005,533.0,259.0,15.58
,1076,12097.43,1.485,5,164,438532240,-53085193,1.485,2023-06-21 18:47:37,24.0,292.4,292.4,533.0,259.0,16.07
,1077,12099.0,1.53,5,164,438532330,-53085366,1.53,2023-06-21 18:47:38,24.0,292.79999999999995,292.79999999999995,534.0,259.0,16.38
,1077,12100.41,1.475,5,165,438532465,-53085484,1.475,2023-06-21 18:47:39,24.0,293.0,293.0,534.0,259.0,16.52
,1077,12101.97,1.543,5,166,438532599,-53085603,1.543,2023-06-21 18:47:40,24.0,293.20000000000005,293.20000000000005,534.0,259.0,16.52
,1078,12103.4,1.509,5,165,438532692,-53085723,1.509,2023-06-21 18:47:41,24.0,293.6,293.6,534.0,259.0,16.43
,1078,12104.93,1.514,5,167,438532828,-53085861,1.514,2023-06-21 18:47:42,24.0,293.79999999999995,293.79999999999995,535.0,259.0,16.22
,1078,12106.25,1.472,5,166,438532924,-53085999,1.472,2023-06-21 18:47:43,24.0,294.0,294.0,535.0,259.0,15.96
,1078,12107.86,1.472,5,167,438533063,-53086118,1.472,2023-06-21 18:47:44,24.0,294.20000000000005,294.20000000000005,535.0,259.0,15.67
,1079,12109.36,1.464,5,168,438533193,-53086195,1.464,2023-06-21 18:47:45,24.0,294.4,294.4,536.0,259.0,15.4
,1079,12110.83,1.472,5,167,438533331,-53086319,1.472,2023-06-21 18:47:46,24.0,294.79999999999995,294.79999999999995,536.0,259.0,15.15
,1079,12112.67,1.474,5,170,438533468,-53086498,1.474,2023-06-21 18:47:47,24.0,295.0,295.0,536.0,259.0,14.88
,1080,12114.07,1.509,5,170,438533601,-53086614,1.509,2023-06-21 18:47:48,24.0,295.20000000000005,295.20000000000005,536.0,259.0,14.56
,1080,12115.7,1.519,5,169,438533742,-53086693,1.519,2023-06-21 18:47:49,24.0,295.4,295.4,536.0,259.0,14.18
,1080,12117.46,1.519,5,171,438533930,-53086728,1.519,2023-06-21 18:47:50,24.0,295.6,295.6,537.0,259.0,13.68
,1081,12119.26,1.521,5,172,438534107,-53086690,1.521,2023-06-21 18:47:51,24.0,295.6,295.6,537.0,259.0,13.06
,1081,12121.12,1.565,5,172,438534332,-53086652,1.565,2023-06-21 18:47:52,24.0,295.79999999999995,295.79999999999995,537.0,259.0,12.31
,1081,12122.82,1.583,6,171,438534516,-53086671,1.583,2023-06-21 18:47:53,24.0,296.0,296.0,537.0,259.0,11.46
,1081,12124.34,1.585,6,173,438534655,-53086712,1.585,2023-06-21 18:47:54,24.0,296.0,296.0,537.0,259.0,10.56
,1082,12126.47,1.629,6,173,438534884,-53086792,1.629,2023-06-21 18:47:55,24.0,296.20000000000005,296.20000000000005,537.0,259.0,9.61
,1082,12128.5,1.955,6,173,438535105,-53086851,1.955,2023-06-21 18:47:56,24.0,296.20000000000005,296.20000000000005,538.0,259.0,8.62
,1082,12130.45,1.939,5,171,438535299,-53086870,1.939,2023-06-21 18:47:57,24.0,296.4,296.4,538.0,259.0,7.66
,1083,12132.23,1.814,5,173,438535516,-53086892,1.814,2023-06-21 18:47:58,24.0,296.4,296.4,538.0,259.0,6.71
,1083,12134.1,1.861,5,172,438535699,-53086933,1.861,2023-06-21 18:47:59,24.0,296.4,296.4,538.0,259.0,5.82
,1083,12135.84,1.752,5,172,438535882,-53086988,1.752,2023-06-21 18:48:00,24.0,296.6,296.6,538.0,259.0,5.1
,1084,12137.68,1.824,5,172,438536064,-53087011,1.824,2023-06-21 18:48:01,24.0,296.6,296.6,538.0,259.0,4.61
,1084,12139.56,1.867,5,172,438536292,-53087029,1.867,2023-06-21 18:48:02,24.0,296.79999999999995,296.79999999999995,538.0,259.0,4.36
,1084,12141.41,1.852,5,171,438536472,-53087071,1.852,2023-06-21 18:48:03,24.0,297.0,297.0,538.0,259.0,4.37
,1085,12143.23,1.831,5,171,438536653,-53087172,1.831,2023-06-21 18:48:04,24.0,297.0,297.0,538.0,259.0,4.63
,1085,12145.17,1.93,5,171,438536837,-53087252,1.93,2023-06-21 18:48:05,24.0,297.20000000000005,297.20000000000005,538.0,259.0,5.06
,1085,12147.11,1.935,5,172,438537064,-53087330,1.935,2023-06-21 18:48:06,24.0,297.4,297.4,539.0,259.0,5.52
,1085,12148.79,1.725,5,170,438537244,-53087368,1.725,2023-06-21 18:48:07,24.0,297.4,297.4,539.0,259.0,5.91
,1086,12150.29,1.7,5,170,438537382,-53087348,1.7,2023-06-21 18:48:08,24.0,297.6,297.6,539.0,259.0,6.23
,1086,12152.2,1.853,5,170,438537566,-53087412,1.853,2023-06-21 18:48:09,24.0,297.79999999999995,297.79999999999995,539.0,259.0,6.55
,1086,12153.84,1.696,5,169,438537749,-53087496,1.696,2023-06-21 18:48:10,24.0,298.0,298.0,539.0,259.0,6.92
,1087,12155.51,1.713,5,169,438537883,-53087610,1.713,2023-06-21 18:48:11,24.0,298.20000000000005,298.20000000000005,539.0,259.0,7.34
,1087,12157.11,1.694,5,169,438538063,-53087691,1.694,2023-06-21 18:48:12,24.0,298.4,298.4,540.0,259.0,7.74
,1087,12158.8,1.709,5,169,438538203,-53087791,1.709,2023-06-21 18:48:13,24.0,298.6,298.6,540.0,259.0,8.15
,1088,12160.87,2.006,5,169,438538388,-53087952,2.006,2023-06-21 18:48:14,24.0,298.79999999999995,298.79999999999995,540.0,259.0,8.55
,1088,12162.65,1.82,5,168,438538567,-53088086,1.82,2023-06-21 18:48:15,24.0,298.79999999999995,298.79999999999995,540.0,259.0,8.82
,1088,12164.82,2.123,5,169,438538753,-53088235,2.123,2023-06-21 18:48:16,24.0,299.0,299.0,540.0,259.0,8.87
,1088,12166.95,2.128,4,169,438538934,-53088437,2.128,2023-06-21 18:48:17,24.0,299.20000000000005,299.20000000000005,540.0,259.0,8.68
,1089,12168.99,2.049,4,169,438539069,-53088629,2.049,2023-06-21 18:48:18,24.0,299.4,299.4,541.0,259.0,8.33
,1089,12171.43,2.393,4,167,438539298,-53088834,2.393,2023-06-21 18:48:19,24.0,299.4,299.4,541.0,259.0,7.87
,1089,12173.57,2.172,5,169,438539440,-53089007,2.172,2023-06-21 18:48:20,24.0,299.6,299.6,541.0,259.0,7.31
,1090,12175.83,2.255,5,167,438539659,-53089162,2.255,2023-06-21 18:48:21,24.0,299.6,299.6,541.0,259.0,6.72
,1090,12178.26,2.399,5,168,438539888,-53089366,2.399,2023-06-21 18:48:22,24.0,299.79999999999995,299.79999999999995,541.0,259.0,6.11
,1090,12180.96,2.642,5,167,438540071,-53089606,2.642,2023-06-21 18:48:23,24.0,299.79999999999995,299.79999999999995,541.0,259.0,5.45
,1091,12184.36,2.915,5,167,438540348,-53089943,2.915,2023-06-21 18:48:24,24.0,299.79999999999995,299.79999999999995,541.0,259.0,4.66
,1091,12187.74,3.239,5,167,438540523,-53090327,3.239,2023-06-21 18:48:25,24.0,299.6,299.6,541.0,259.0,3.63
,1091,12191.99,3.965,5,168,438540750,-53090823,3.965,2023-06-21 18:48:26,24.0,299.4,299.4,541.0,259.0,2.33
,1091,12196.92,4.587,5,166,438540983,-53091413,4.587,2023-06-21 18:48:27,24.0,299.20000000000005,299.20000000000005,541.0,259.0,0.77
,1092,12202.25,5.125,5,166,438541258,-53092048,5.125,2023-06-21 18:48:28,24.0,299.0,299.0,541.0,259.0,-0.9
,1092,12208.3,5.706,5,165,438541621,-53092719,5.706,2023-06-21 18:48:29,24.0,298.6,298.6,541.0,259.0,-2.44
,1092,12214.59,6.0,5,165,438541989,-53093430,6.0,2023-06-21 18:48:30,24.0,298.4,298.4,541.0,259.0,-3.59
,1093,12220.58,5.992,5,165,438542308,-53094099,5.992,2023-06-21 18:48:31,24.0,298.4,298.4,541.0,260.0,-4.17
,1093,12225.95,5.815,5,163,438542667,-53094679,5.815,2023-06-21 18:48:32,24.0,298.4,298.4,541.0,260.0,-4.11
,1093,12230.47,5.147,4,164,438542983,-53095140,5.147,2023-06-21 18:48:33,24.0,298.6,298.6,541.0,260.0,-3.55
,1093,12234.52,4.983,4,163,438543222,-53095566,4.983,2023-06-21 18:48:34,24.0,298.6,298.6,541.0,260.0,-2.07
,1094,12238.05,4.577,4,163,438543488,-53095919,4.577,2023-06-21 18:48:35,24.0,298.79999999999995,298.79999999999995,541.0,260.0,0.0
,1094,12241.65,3.568,4,162,438543721,-53096314,3.568,2023-06-21 18:48:36,24.0,298.79999999999995,298.79999999999995,541.0,260.0,0.0
,1094,12245.34,3.635,4,163,438543936,-53096730,3.635,2023-06-21 18:48:37,24.0,298.79999999999995,298.79999999999995,541.0,260.0,0.0
,1095,12249.65,4.236,4,160,438544118,-53097250,4.236,2023-06-21 18:48:38,24.0,298.6,298.6,541.0,260.0,0.0
,1095,12254.85,4.652,4,159,438544309,-53097909,4.652,2023-06-21 18:48:39,24.0,298.4,298.4,541.0,260.0,0.13
,1095,12260.05,5.29,4,159,438544479,-53098577,5.29,2023-06-21 18:48:40,24.0,298.20000000000005,298.20000000000005,541.0,260.0,0.23
,1095,12265.63,5.725,4,156,438544565,-53099306,5.725,2023-06-21 18:48:41,24.0,298.0,298.0,541.0,260.0,-0.54
,1096,12271.65,5.695,4,154,438544563,-53100112,5.695,2023-06-21 18:48:42,24.0,298.0,298.0,541.0,260.0,-1.37
,1096,12276.41,5.04,4,154,438544517,-53100744,5.04,2023-06-21 18:48:43,24.0,298.20000000000005,298.20000000000005,541.0,261.0,-1.28
,1096,12279.65,3.535,4,152,438544475,-53101175,3.535,2023-06-21 18:48:44,24.0,298.4,298.4,541.0,261.0,0.0
,1096,12281.99,2.757,4,152,438544479,-53101488,2.757,2023-06-21 18:48:45,24.0,298.79999999999995,298.79999999999995,542.0,261.0,-0.12
,1097,12283.94,1.935,4,154,438544521,-53101741,1.935,2023-06-21 18:48:46,24.0,299.0,299.0,542.0,261.0,-0.11
,1097,12285.65,1.833,4,154,438544522,-53101969,1.833,2023-06-21 18:48:47,24.0,299.20000000000005,299.20000000000005,542.0,261.0,1.0
,1097,12287.35,1.81,4,154,438544568,-53102194,1.81,2023-06-21 18:48:48,24.0,299.4,299.4,542.0,261.0,2.28
,1097,12289.18,1.746,4,153,438544608,-53102437,1.746,2023-06-21 18:48:49,24.0,299.79999999999995,299.79999999999995,543.0,261.0,3.74
,1098,12290.84,1.935,4,153,438544558,-53102653,1.935,2023-06-21 18:48:50,24.0,300.0,300.0,543.0,261.0,5.47
,1098,12292.37,1.832,4,154,438544471,-53102829,1.832,2023-06-21 18:48:51,24.0,300.20000000000005,300.20000000000005,543.0,261.0,7.44
,1098,12293.98,1.813,4,154,438544426,-53103023,1.813,2023-06-21 18:48:52,24.0,300.6,300.6,543.0,261.0,9.51
,1099,12295.76,1.782,4,154,438544338,-53103252,1.782,2023-06-21 18:48:53,24.0,300.79999999999995,300.79999999999995,544.0,261.0,11.25
,1099,12297.41,1.731,5,153,438544336,-53103465,1.731,2023-06-21 18:48:54,24.0,301.0,301.0,544.0,261.0,12.22
,1099,12299.03,1.731,5,154,438544295,-53103683,1.731,2023-06-21 18:48:55,24.0,301.20000000000005,301.20000000000005,544.0,261.0,12.41
,1099,12301.01,1.73,5,154,438544341,-53103940,1.73,2023-06-21 18:48:56,24.0,301.4,301.4,544.0,261.0,12.19
,1100,12302.8,1.722,5,155,438544392,-53104168,1.722,2023-06-21 18:48:57,24.0,301.6,301.6,544.0,261.0,11.86
,1100,12304.55,1.714,4,154,438544483,-53104367,1.714,2023-06-21 18:48:58,24.0,301.79999999999995,301.79999999999995,545.0,261.0,11.5
,1100,12306.21,1.714,4,153,438544572,-53104566,1.714,2023-06-21 18:48:59,24.0,302.0,302.0,545.0,261.0,11.05
,1100,12308.39,1.717,5,154,438544669,-53104826,1.717,2023-06-21 18:49:00,24.0,302.0,302.0,545.0,261.0,10.54
,1101,12310.31,1.752,5,153,438544796,-53105055,1.752,2023-06-21 18:49:01,24.0,302.20000000000005,302.20000000000005,545.0,261.0,9.94
,1101,12312.33,1.788,5,154,438544851,-53105304,1.788,2023-06-21 18:49:02,24.0,302.4,302.4,545.0,261.0,9.28
,1101,12314.47,1.82,5,153,438544983,-53105559,1.82,2023-06-21 18:49:03,24.0,302.4,302.4,546.0,261.0,8.54
,1101,12316.43,1.895,5,154,438545069,-53105793,1.895,2023-06-21 18:49:04,24.0,302.6,302.6,546.0,261.0,7.73
,1102,12318.76,2.001,5,154,438545118,-53106091,2.001,2023-06-21 18:49:05,24.0,302.6,302.6,546.0,261.0,6.93
,1102,12320.88,2.028,4,154,438545250,-53106345,2.028,2023-06-21 18:49:06,24.0,302.6,302.6,546.0,261.0,6.18
,1102,12323.05,2.028,4,152,438545296,-53106626,2.028,2023-06-21 18:49:07,24.0,302.79999999999995,302.79999999999995,546.0,261.0,5.52
,1102,12325.06,2.028,4,152,438545343,-53106892,2.028,2023-06-21 18:49:08,24.0,302.79999999999995,302.79999999999995,546.0,261.0,4.96
,1103,12326.98,2.038,4,153,438545387,-53107142,2.038,2023-06-21 18:49:09,24.0,303.0,303.0,546.0,261.0,4.44
,1103,12328.99,2.085,4,153,438545433,-53107403,2.085,2023-06-21 18:49:10,24.0,303.0,303.0,546.0,261.0,4.03
,1103,12331.11,2.111,4,153,438545479,-53107676,2.111,2023-06-21 18:49:11,24.0,303.0,303.0,546.0,261.0,3.72
,1103,12333.52,2.123,4,152,438545570,-53107987,2.123,2023-06-21 18:49:12,24.0,303.20000000000005,303.20000000000005,546.0,261.0,3.51
,1104,12335.83,2.184,4,152,438545616,-53108284,2.184,2023-06-21 18:49:13,24.0,303.20000000000005,303.20000000000005,546.0,261.0,3.4
,1104,12338.17,2.331,4,153,438545662,-53108595,2.331,2023-06-21 18:49:14,24.0,303.4,303.4,546.0,261.0,3.32
,1104,12340.62,2.526,4,153,438545708,-53108917,2.526,2023-06-21 18:49:15,24.0,303.4,303.4,547.0,261.0,3.28
,1104,12342.05,2.523,4,154,438545749,-53109098,2.523,2023-06-21 18:49:16,24.0,303.4,303.4,547.0,261.0,3.29
,1105,12343.92,2.158,4,154,438545752,-53109347,2.158,2023-06-21 18:49:17,24.0,303.6,303.6,547.0,261.0,3.33
,1105,12346.02,2.158,5,155,438545843,-53109608,2.158,2023-06-21 18:49:18,24.0,303.79999999999995,303.79999999999995,547.0,261.0,3.4
,1105,12348.05,2.157,5,156,438545890,-53109876,2.157,2023-06-21 18:49:19,24.0,303.79999999999995,303.79999999999995,547.0,261.0,3.49
,1106,12349.8,2.139,5,155,438545933,-53110106,2.139,2023-06-21 18:49:20,24.0,304.0,304.0,547.0,261.0,3.66
,1106,12351.68,2.13,5,156,438545984,-53110351,2.13,2023-06-21 18:49:21,24.0,304.20000000000005,304.20000000000005,547.0,261.0,3.92
,1106,12353.46,2.016,5,155,438546068,-53110566,2.016,2023-06-21 18:49:22,24.0,304.20000000000005,304.20000000000005,547.0,261.0,4.28
,1106,12355.14,1.965,4,156,438546071,-53110788,1.965,2023-06-21 18:49:23,24.0,304.4,304.4,547.0,261.0,4.73
,1107,12356.79,1.86,4,156,438546117,-53111005,1.86,2023-06-21 18:49:24,24.0,304.6,304.6,548.0,261.0,5.25
,1107,12358.42,1.741,4,156,438546161,-53111214,1.741,2023-06-21 18:49:25,24.0,304.79999999999995,304.79999999999995,548.0,261.0,5.81
,1107,12360.19,1.72,4,156,438546208,-53111441,1.72,2023-06-21 18:49:26,24.0,305.0,305.0,548.0,261.0,6.35
,1107,12361.75,1.686,4,155,438546256,-53111635,1.686,2023-06-21 18:49:27,24.0,305.20000000000005,305.20000000000005,548.0,261.0,6.93
,1108,12363.58,1.684,4,157,438546394,-53111844,1.684,2023-06-21 18:49:28,24.0,305.4,305.4,548.0,261.0,7.53
,1108,12365.38,1.667,4,157,438546480,-53112051,1.667,2023-06-21 18:49:29,24.0,305.6,305.6,548.0,261.0,8.16
,1108,12367.08,1.667,4,155,438546530,-53112255,1.667,2023-06-21 18:49:30,24.0,305.79999999999995,305.79999999999995,549.0,261.0,8.8
,1108,12368.66,1.665,4,156,438546614,-53112454,1.665,2023-06-21 18:49:31,24.0,306.0,306.0,549.0,261.0,9.34
,1109,12370.29,1.647,4,157,438546617,-53112675,1.647,2023-06-21 18:49:32,24.0,306.20000000000005,306.20000000000005,549.0,261.0,9.71
,1109,12372.14,1.649,4,155,438546660,-53112920,1.649,2023-06-21 18:49:33,24.0,306.20000000000005,306.20000000000005,549.0,261.0,9.8
,1109,12374.29,1.667,4,157,438546660,-53113205,1.667,2023-06-21 18:49:34,24.0,306.4,306.4,549.0,261.0,9.57
,1110,12375.96,1.688,4,157,438546661,-53113423,1.688,2023-06-21 18:49:35,24.0,306.4,306.4,550.0,261.0,9.07
,1110,12378.12,1.723,4,156,438546709,-53113703,1.723,2023-06-21 18:49:36,24.0,306.6,306.6,550.0,261.0,8.35
,1110,12380.53,1.749,4,158,438546801,-53114012,1.749,2023-06-21 18:49:37,24.0,306.6,306.6,550.0,261.0,7.45
,1110,12383.18,1.915,4,159,438546890,-53114350,1.915,2023-06-21 18:49:38,24.0,306.6,306.6,550.0,261.0,6.43
,1111,12385.97,2.752,4,158,438546936,-53114720,2.752,2023-06-21 18:49:39,24.0,306.6,306.6,550.0,261.0,5.34
,1111,12388.93,2.863,4,159,438546978,-53115113,2.863,2023-06-21 18:49:40,24.0,306.6,306.6,550.0,261.0,4.24
,1111,12392.08,2.965,4,160,438546978,-53115532,2.965,2023-06-21 18:49:41,24.0,306.6,306.6,550.0,261.0,3.15
,1111,12395.19,3.124,4,158,438546981,-53115950,3.124,2023-06-21 18:49:42,24.0,306.6,306.6,550.0,261.0,2.18
,1112,12398.56,3.195,4,159,438547027,-53116395,3.195,2023-06-21 18:49:43,24.0,306.6,306.6,550.0,261.0,1.2
,1112,12402.16,3.212,4,159,438547117,-53116866,3.212,2023-06-21 18:49:44,24.0,306.6,306.6,550.0,261.0,0.0
,1112,12405.87,3.343,4,158,438547210,-53117346,3.343,2023-06-21 18:49:45,24.0,306.6,306.6,550.0,261.0,0.0
,1113,12409.84,3.763,5,157,438547349,-53117845,3.763,2023-06-21 18:49:46,24.0,306.6,306.6,550.0,261.0,0.0
,1113,12414.1,4.092,5,157,438547541,-53118355,4.092,2023-06-21 18:49:47,24.0,306.6,306.6,550.0,261.0,0.0
,1113,12418.17,4.098,5,157,438547814,-53118807,4.098,2023-06-21 18:49:48,24.0,306.6,306.6,550.0,261.0,0.0
,1113,12422.21,4.201,4,156,438548087,-53119201,4.201,2023-06-21 18:49:49,24.0,306.6,306.6,550.0,261.0,0.0
,1114,12426.19,4.161,4,157,438548398,-53119591,4.161,2023-06-21 18:49:50,24.0,306.6,306.6,550.0,261.0,0.0
,1114,12430.4,3.968,4,156,438548719,-53119990,3.968,2023-06-21 18:49:51,24.0,306.6,306.6,550.0,261.0,0.0
,1114,12434.85,4.096,4,155,438549080,-53120386,4.096,2023-06-21 18:49:52,24.0,306.4,306.4,550.0,261.0,0.0
,1114,12439.47,4.269,5,155,438549405,-53120807,4.269,2023-06-21 18:49:53,24.0,306.4,306.4,550.0,261.0,0.0
,1115,12443.98,4.363,5,155,438549764,-53121223,4.363,2023-06-21 18:49:54,24.0,306.4,306.4,550.0,261.0,0.0
,1115,12448.58,4.491,5,155,438550138,-53121656,4.491,2023-06-21 18:49:55,24.0,306.4,306.4,550.0,261.0,0.0
,1115,12453.2,4.566,5,154,438550448,-53122120,4.566,2023-06-21 18:49:56,24.0,306.4,306.4,550.0,261.0,0.0
,1115,12458.07,4.725,5,153,438550810,-53122615,4.725,2023-06-21 18:49:57,24.0,306.4,306.4,550.0,261.0,0.0
,1116,12462.7,4.673,5,153,438551082,-53123116,4.673,2023-06-21 18:49:58,24.0,306.4,306.4,550.0,261.0,-0.05
,1116,12467.52,4.825,5,154,438551355,-53123656,4.825,2023-06-21 18:49:59,24.0,306.4,306.4,550.0,261.0,-0.31
,1116,12472.38,4.86,5,153,438551578,-53124239,4.86,2023-06-21 18:50:00,24.0,306.4,306.4,550.0,261.0,-0.41
,1116,12476.76,4.848,5,151,438551859,-53124736,4.848,2023-06-21 18:50:01,24.0,306.4,306.4,550.0,261.0,-0.46
,1117,12481.1,4.522,5,152,438552082,-53125222,4.522,2023-06-21 18:50:02,24.0,306.4,306.4,550.0,261.0,-0.49
,1117,12485.6,4.611,4,152,438552309,-53125763,4.611,2023-06-21 18:50:03,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.47
,1117,12490.02,4.611,4,150,438552489,-53126314,4.611,2023-06-21 18:50:04,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.47
,1118,12494.49,4.606,4,150,438552624,-53126887,4.606,2023-06-21 18:50:05,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.44
,1118,12499.03,4.519,4,151,438552666,-53127493,4.519,2023-06-21 18:50:06,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.43
,1118,12503.67,4.519,4,150,438552615,-53128105,4.519,2023-06-21 18:50:07,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.42
,1118,12508.14,4.508,9,148,438552382,-53128641,4.508,2023-06-21 18:50:08,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.44
,1119,12512.76,4.511,11,148,438552054,-53129106,4.511,2023-06-21 18:50:09,24.0,306.0,306.0,550.0,261.0,-0.51
,1119,12517.49,4.85,11,148,438551669,-53129480,4.85,2023-06-21 18:50:10,24.0,306.0,306.0,550.0,261.0,-0.66
,1119,12522.3,4.849,11,146,438551171,-53129658,4.849,2023-06-21 18:50:11,24.0,306.0,306.0,550.0,261.0,-0.69
,1119,12526.56,4.849,10,147,438550716,-53129682,4.849,2023-06-21 18:50:12,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.59
,1119,12531.17,4.556,10,145,438550232,-53129477,4.556,2023-06-21 18:50:13,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.37
,1120,12535.19,4.507,9,145,438549908,-53129151,4.507,2023-06-21 18:50:14,24.0,306.20000000000005,306.20000000000005,550.0,261.0,-0.09
,1120,12539.47,4.38,8,144,438549465,-53128937,4.38,2023-06-21 18:50:15,24.0,306.4,306.4,550.0,261.0,0.21
,1120,12544.06,4.369,8,144,438548997,-53128758,4.369,2023-06-21 18:50:16,24.0,306.4,306.4,550.0,261.0,0.47
,1120,12548.46,4.361,8,143,438548557,-53128621,4.361,2023-06-21 18:50:17,24.0,306.20000000000005,306.20000000000005,550.0,261.0,0.64
,1121,12553.24,4.361,8,142,438548052,-53128481,4.361,2023-06-21 18:50:18,24.0,306.20000000000005,306.20000000000005,550.0,261.0,0.65
,1121,12558.26,4.383,7,141,438547509,-53128282,4.383,2023-06-21 18:50:19,24.0,306.0,306.0,550.0,261.0,0.42
,1121,12563.68,5.144,7,140,438546964,-53128060,5.144,2023-06-21 18:50:20,24.0,305.79999999999995,305.79999999999995,550.0,261.0,-0.12
,1121,12569.75,5.731,7,140,438546365,-53127757,5.731,2023-06-21 18:50:21,24.0,305.4,305.4,550.0,261.0,-0.91
74.0,1122,12575.98,5.977,7,139,438545771,-53127381,5.977,2023-06-21 18:50:22,24.0,305.20000000000005,305.20000000000005,550.0,262.0,-1.82
,1122,12582.46,6.311,6,139,438545133,-53126985,6.311,2023-06-21 18:50:23,24.0,304.79999999999995,304.79999999999995,550.0,262.0,-2.74
,1122,12589.02,6.463,6,139,438544494,-53126668,6.463,2023-06-21 18:50:24,24.0,304.4,304.4,550.0,262.0,-3.58
,1122,12596.23,6.752,6,139,438543763,-53126367,6.752,2023-06-21 18:50:25,24.0,304.0,304.0,550.0,263.0,-4.21
,1122,12603.59,7.308,6,139,438542982,-53126110,7.308,2023-06-21 18:50:26,24.0,303.6,303.6,550.0,263.0,-4.69
,1123,12611.23,7.553,6,139,438542179,-53125876,7.553,2023-06-21 18:50:27,24.0,303.20000000000005,303.20000000000005,550.0,263.0,-5.03
,1123,12619.21,7.786,6,140,438541359,-53125637,7.786,2023-06-21 18:50:28,24.0,302.79999999999995,302.79999999999995,550.0,264.0,-5.19
,1123,12627.0,7.786,6,139,438540544,-53125378,7.786,2023-06-21 18:50:29,24.0,302.6,302.6,550.0,264.0,-5.19
,1123,12635.08,7.779,6,138,438539723,-53124950,7.779,2023-06-21 18:50:30,24.0,302.4,302.4,550.0,265.0,-5.02
,1124,12642.99,7.547,6,138,438539037,-53124346,7.547,2023-06-21 18:50:31,24.0,302.20000000000005,302.20000000000005,550.0,265.0,-4.7
,1124,12650.6,7.547,6,137,438538408,-53123698,7.547,2023-06-21 18:50:32,24.0,302.0,302.0,550.0,265.0,-4.22
,1124,12657.65,7.523,6,136,438537859,-53123039,7.523,2023-06-21 18:50:33,24.0,302.0,302.0,550.0,265.0,-3.62
,1124,12664.39,6.817,5,136,438537360,-53122405,6.817,2023-06-21 18:50:34,24.0,302.0,302.0,550.0,265.0,-2.98
,1124,12670.94,6.564,5,135,438536858,-53121810,6.564,2023-06-21 18:50:35,24.0,301.79999999999995,301.79999999999995,550.0,265.0,-2.35
,1125,12677.19,6.556,5,135,438536306,-53121288,6.556,2023-06-21 18:50:36,24.0,301.79999999999995,301.79999999999995,550.0,266.0,-1.82
,1125,12683.45,6.566,5,134,438535759,-53120818,6.566,2023-06-21 18:50:37,24.0,301.79999999999995,301.79999999999995,550.0,266.0,-1.41
,1125,12689.91,6.825,5,134,438535119,-53120488,6.825,2023-06-21 18:50:38,24.0,301.6,301.6,550.0,266.0,-1.13
,1125,12696.81,6.825,6,131,438534397,-53120311,6.825,2023-06-21 18:50:39,24.0,301.4,301.4,550.0,266.0,-1.0
,1126,12703.71,6.834,8,130,438533665,-53120232,6.834,2023-06-21 18:50:40,24.0,301.20000000000005,301.20000000000005,550.0,266.0,-1.06
,1126,12711.34,7.153,8,128,438532842,-53120174,7.153,2023-06-21 18:50:41,24.0,300.79999999999995,300.79999999999995,550.0,266.0,-1.34
,1126,12719.45,7.892,8,128,438531957,-53120113,7.892,2023-06-21 18:50:42,24.0,300.20000000000005,300.20000000000005,550.0,266.0,-1.83
,1126,12728.56,8.922,8,126,438531007,-53119938,8.922,2023-06-21 18:50:43,24.0,299.4,299.4,550.0,266.0,-2.6
,1126,12737.46,9.036,7,126,438530051,-53119677,9.036,2023-06-21 18:50:44,24.0,298.6,298.6,550.0,267.0,-3.63
,1126,12746.86,9.056,7,124,438529092,-53119363,9.056,2023-06-21 18:50:45,24.0,297.6,297.6,550.0,268.0,-4.82
,1127,12756.32,9.303,7,124,438528100,-53118968,9.303,2023-06-21 18:50:46,24.0,296.79999999999995,296.79999999999995,550.0,268.0,-5.99
,1127,12766.36,9.533,7,122,438527182,-53118301,9.533,2023-06-21 18:50:47,24.0,295.79999999999995,295.79999999999995,550.0,269.0,-6.98
,1127,12776.41,9.773,7,122,438526271,-53117619,9.773,2023-06-21 18:50:48,24.0,294.6,294.6,550.0,270.0,-7.75
